blob,exports,arch,bits,endian,machine,osabi,has_sensor_open_lib,has_eeprom_open_lib,has_actuator_open_lib,deps
libchromatix_oxygen_imx386_postproc.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_snapshot_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_zsl_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_imx386_zsl_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_4K_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_4K_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_common.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_hfr_120.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_liveshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_snapshot_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_cpp_video_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_default_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_default_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_hdr_snapshot_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_hdr_video_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_hfr_120.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_hfr_120_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_postproc.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_snapshot_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_zsl_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_ofilm_zsl_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_4K_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_4K_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_common.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_hfr_120.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_liveshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_snapshot_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_cpp_video_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_default_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_default_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_hdr_snapshot_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_hdr_video_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_hfr_120.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_hfr_120_3a.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_postproc.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_snapshot_hdr.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_zsl_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_ov12a_sunny_zsl_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_common.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_ds_chromatix.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_liveshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_us_chromatix.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_cpp_video_full.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_default_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_default_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_postproc.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_video_full.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_zsl_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_ofilm_zsl_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_common.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_ds_chromatix.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_liveshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_us_chromatix.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_cpp_video_full.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_default_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_default_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_postproc.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_snapshot.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_video_full.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_zsl_preview.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libchromatix_oxygen_s5k5e8_qtech_zsl_video.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libcne.so,1271,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libdiag.so;libnetutils.so;libutils.so;libcneapiclient.so;libqmiservices.so;libqmi_cci.so;libqti_vndfwk_detect.so;libhardware_legacy.so;libhidlbase.so;libnl.so;libidl.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.constants@1.0.so;vendor.qti.hardware.data.latency@1.0.so;vendor.qti.hardware.data.lce@1.0.so;libandroid_net.so;vendor.qti.data.factory@2.0.so;vendor.qti.data.factory@2.1.so;vendor.qti.data.factory@2.2.so;vendor.qti.data.factory@2.3.so;vendor.qti.hardware.data.qmi@1.0.so;vendor.qti.hardware.data.dynamicdds@1.0.so;vendor.qti.ims.rcsconfig@1.0.so;vendor.qti.ims.rcsconfig@1.1.so;vendor.qti.latency@2.0.so;vendor.qti.latency@2.1.so;vendor.qti.hardware.mwqemadapter@1.0.so;vendor.qti.data.mwqem@1.0.so;libwpa_client.so;libc++.so;libc.so;libm.so;libdl.so;36 libraries
libcneapiclient.so,231,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libnetutils.so;libutils.so;libdiag.so;liblog.so;libhidlbase.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.data.factory@2.0.so;vendor.qti.data.factory@2.1.so;vendor.qti.data.factory@2.2.so;libandroid_net.so;libc++.so;libc.so;libm.so;libdl.so;15 libraries
libcneoplookup.so,6,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libconfigdb.so,63,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libxml.so;libdsutils.so;libdiag.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libcpion.so,14,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libion.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libdataitems.so,308,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libgps.utils.so;liblog.so;libloc_core.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libdiag.so,456,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libc.so;libcutils.so;libc++.so;libm.so;libdl.so;6 libraries
libdirac-capiv2.so,14,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libgcc.so;1 library
libdirac.so,47,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libmedia.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libdisp-aba.so,213,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libdownmix.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libdl.so;libc.so;libm.so;6 libraries
libdpmqmihal.so,84,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libcutils.so;libbase.so;libutils.so;libhardware_legacy.so;libhardware.so;com.qualcomm.qti.dpm.api@1.0.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libdrc.so,222,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libdrmfs.so,53,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libdiag.so;liblog.so;libQSEEComAPI.so;libxml2.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libdrmtime.so,5,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libdiag.so;liblog.so;libQSEEComAPI.so;libtime_genoff.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libdsi_netctrl.so,230,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libqdi.so;libdiag.so;libcutils.so;liblog.so;libnetmgr.so;libdsutils.so;libconfigdb.so;libqmiservices.so;libqmi_cci.so;libqmi_common_so.so;libqmi_client_qmux.so;libqmi_client_helper.so;libqmi.so;libc++.so;libc.so;libm.so;libdl.so;17 libraries
libdspCV_skel.so,41,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libc.so;libapps_mem_heap.so;libgcc.so;3 libraries
libdsutils.so,135,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libdiag.so;libcutils.so;libmdmdetect.so;libnetutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libdynproc.so,16,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libeffectproxy.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libutils.so;libdl.so;libeffects.so;libc++.so;libc.so;libm.so;8 libraries
libfastcvadsp.so,1071,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libc.so;libdspCV_skel.so;libapps_mem_heap.so;libgcc.so;4 libraries
libfastcvadsp_skel.so,523,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libc.so;libfastcvadsp.so;libgcc.so;3 libraries
libfastcvadsp_stub.so,531,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libadsprpc.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libfastcvopt.so,4343,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libion.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libflash_pmic.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libgcs-calwrapper.so,19,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libgcs-osal.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libgcs-ipc.so,25,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libexpat.so;libgcs-osal.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libgcs-osal.so,26,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libgcs.so,27,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libgcs-osal.so;libgcs-calwrapper.so;libgcs-ipc.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libgdtap.so,40,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libgps.utils.so;liblog.so;libloc_core.so;libizat_core.so;liblbs_core.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libgf_algo.so,40,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libstdc++.so;libm.so;libc.so;libdl.so;6 libraries
libgf_ca.so,17,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libQSEEComAPI.so;libc++.so;libdl.so;libc.so;libm.so;liblog.so;6 libraries
libgf_hal.so,213,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libbinder.so;liblog.so;libhardware.so;libcutils.so;libutils.so;libgf_algo.so;libgf_ca.so;libc++.so;libdl.so;libc.so;libm.so;11 libraries
libgsl.so,407,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libz.so;libsync.so;libion.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libhapticgenerator.so,244,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libaudioutils.so;libbase.so;libbinder.so;liblog.so;libutils.so;libvibrator.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libhdcpsrm.so,10,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libQSEEComAPI.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libhdmipassthru.so,49,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libaudioparsers.so;libaudioroute.so;libaudioutils.so;libcutils.so;libexpat.so;liblog.so;libtinyalsa.so;libtinycompress.so;libaudio_log_utils.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
libhdr_tm.so,50,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libsdm-color.so;libtinyxml2_1.so;libcutils.so;libutils.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libidl.so,20,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libizat_client_api.so,374,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libgps.utils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libizat_core.so,344,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libloc_core.so;libgps.utils.so;libloc_api_v02.so;libsqlite.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
